CustomerID,Recency,Frequency,Monetary,Segment
15343,87,1,364.5,Hibernating
15344,1,3,563.94,Potential Loyalists
15345,46,1,393.54,Others
15346,333,1,252.42,Hibernating
15347,366,1,201.6,Hibernating
15348,72,1,158.04,Others
15349,158,2,473.81,Others
15350,373,1,115.65,Hibernating
15351,12,7,1960.11,Champions
15353,255,2,777.02,At Risk
15355,29,2,277.05,Potential Loyalists
15356,31,10,2766.5,Champions
15358,5,22,8347.2,Champions
15360,40,1,427.93,Others
15361,362,1,418.92,Hibernating
15363,373,1,326.0,Hibernating
15364,96,2,913.19,At Risk
15365,26,7,2314.32,Champions
15366,75,2,602.51,At Risk
15367,57,4,1877.59,Loyal Customers
15368,21,1,446.94000000000005,Others
15370,41,7,2386.05,Loyal Customers
15372,137,1,2007.4,Others
15373,8,12,2415.91,Champions
15374,129,1,168.0,Hibernating
15376,40,3,1233.36,Others
15379,169,7,3703.29,At Risk
15380,9,5,1690.26,Champions
15381,214,2,596.85,At Risk
15382,15,6,5955.71,Champions
15384,170,2,642.41,At Risk
15385,40,1,316.88,Others
15386,186,1,394.14,Hibernating
15388,270,1,140.54,Hibernating
15389,172,1,500.0,Others
15392,5,4,1535.53,Champions
15393,16,2,231.86,Others
15394,10,4,2183.54,Champions
15395,326,1,107.45,Hibernating
15396,113,1,288.18,Hibernating
15397,290,1,94.0,Hibernating
15398,16,2,1345.53,Potential Loyalists
15399,1,3,815.77,Potential Loyalists
15400,92,5,716.2,At Risk
15402,149,2,626.77,At Risk
15405,189,1,349.1,Hibernating
15406,31,2,510.71,Potential Loyalists
15407,34,4,1056.44,Loyal Customers
15408,264,1,267.18,Hibernating
15410,84,8,3450.84,At Risk
15411,26,4,1358.88,Champions
15412,171,1,190.53,Hibernating
15414,10,3,774.9000000000001,Potential Loyalists
15415,313,1,572.8100000000001,Others
15416,65,4,3984.32,Loyal Customers
15417,85,1,508.8,Others
15419,25,1,135.86,Others
15421,59,4,950.36,Loyal Customers
15422,323,2,97.7,Others
15423,38,1,43.5,Others
15424,254,2,383.34,Others
15426,19,5,1447.39,Champions
15427,33,3,1483.14,Potential Loyalists
15428,15,1,93.78,Others
15429,27,2,397.35,Potential Loyalists
15432,23,1,171.19000000000003,Others
15433,214,2,533.3,At Risk
15434,8,5,1041.48,Champions
15435,22,1,149.29,Others
15436,12,3,1122.53,Potential Loyalists
15437,262,1,200.16,Hibernating
15438,131,1,156.57999999999998,Hibernating
15440,55,3,383.68,Others
15442,249,1,594.0,Others
15443,2,7,3236.91,Champions
15444,9,2,1418.26,Potential Loyalists
15445,264,1,113.5,Hibernating
15447,331,1,155.17000000000002,Hibernating
15448,313,1,494.64,Others
15449,26,3,974.52,Potential Loyalists
15450,30,1,429.84,Others
15452,30,3,538.73,Potential Loyalists
15453,2,7,1388.37,Champions
15454,362,1,179.1,Hibernating
15456,283,3,447.22,Others
15457,262,1,237.07,Hibernating
15458,25,1,161.64,Others
15460,354,1,216.76,Hibernating
15462,94,3,234.6,Others
15463,29,1,126.14,Others
15464,338,1,1048.85,Others
15465,20,18,7354.62,Champions
15466,85,1,334.53,Hibernating
15467,9,3,524.88,Potential Loyalists
15468,51,2,467.51,Others
15469,50,2,538.55,Others
15471,2,1,469.48,Others
15472,113,1,371.56,Hibernating
15473,14,7,1771.2,Champions
15475,77,1,454.11,Hibernating
15478,40,2,1441.42,Others
15480,116,1,905.5,Others
15482,16,12,11054.96,Champions
15483,161,4,233.81,Others
15484,1,4,3594.31,Champions
15485,30,3,2575.0,Potential Loyalists
15488,93,1,91.32,Hibernating
15489,23,3,1134.28,Potential Loyalists
15491,95,6,3100.09,At Risk
15492,28,2,659.46,Potential Loyalists
15493,33,5,2001.8,Champions
15494,21,2,1299.23,Potential Loyalists
15497,18,2,1262.2,Potential Loyalists
15498,3,27,13316.4,Champions
15500,8,4,1131.56,Champions
15502,16,12,10384.93,Champions
15503,363,1,147.09,Hibernating
15504,81,1,52.83,Hibernating
15505,53,5,3610.96,Loyal Customers
15506,23,3,979.26,Potential Loyalists
15507,172,1,492.36,Others
15508,189,6,1000.27,At Risk
15510,331,1,250.0,Hibernating
15511,12,5,909.23,Loyal Customers
15512,156,2,121.0,Others
15513,33,19,14758.22,Champions
15514,12,11,4139.46,Champions
15516,45,3,62.43,Others
15517,233,1,267.03,Hibernating
15518,64,8,1942.45,Loyal Customers
15520,2,1,343.5,Others
15521,40,8,3000.2,Loyal Customers
15522,33,2,398.84,Potential Loyalists
15523,84,1,412.0100000000001,Hibernating
15524,25,1,440.0,Others
15525,2,3,825.92,Potential Loyalists
15526,33,2,148.44,Others
15527,19,8,2429.78,Champions
15528,254,1,229.33,Hibernating
15529,23,11,3995.23,Champions
15530,22,4,1502.35,Champions
15531,8,2,2007.44,Potential Loyalists
15532,25,4,1580.93,Champions
15533,19,3,807.57,Potential Loyalists
15535,173,4,536.4,At Risk
15537,163,1,110.92,Hibernating
15539,7,1,538.46,Others
15540,11,1,213.3,Others
15541,114,1,85.13000000000001,Hibernating
15543,288,1,127.86,Hibernating
15544,9,9,3546.71,Champions
15545,54,2,292.72,Others
15547,7,14,4954.84,Champions
15549,77,3,1693.26,At Risk
15550,4,4,575.63,Loyal Customers
15551,37,1,436.06,Others
15552,217,1,90.12,Hibernating
15553,60,1,437.23,Others
15554,278,1,217.2,Hibernating
15555,12,16,4805.17,Champions
15556,24,1,279.77,Others
15557,29,1,473.65,Others
15561,12,4,800.5899999999999,Loyal Customers
15562,352,1,134.55,Hibernating
15563,22,4,1400.44,Champions
15565,50,2,173.16000000000005,Others
15567,19,1,186.01,Others
15568,3,3,758.29,Potential Loyalists
15569,104,5,1375.71,At Risk
15570,7,12,4165.52,Champions
15571,12,4,650.4300000000001,Loyal Customers
15572,5,7,2552.86,Champions
15573,32,2,607.45,Potential Loyalists
15574,178,4,702.25,At Risk
15576,38,1,940.67,Others
15577,151,3,258.88,Others
15578,162,1,127.1,Hibernating
15579,69,2,348.6,Others
15581,121,13,3679.97,At Risk
15582,25,3,682.9100000000001,Potential Loyalists
15584,24,4,725.11,Loyal Customers
15585,177,1,455.3,Hibernating
15587,50,4,913.68,Loyal Customers
15589,256,3,478.53,Others
15592,47,1,388.58,Others
15593,71,1,199.8,Others
15594,16,5,1771.78,Champions
15596,101,5,1406.59,At Risk
15597,35,1,324.57,Others
15598,53,1,240.68,Others
15599,27,2,761.74,Potential Loyalists
15601,11,14,6776.56,Champions
15602,8,9,1297.87,Champions
15603,79,1,48.48,Hibernating
15604,52,1,216.39,Others
15605,36,5,1198.23,Loyal Customers
15606,61,9,2920.16,Loyal Customers
15607,337,1,104.76,Hibernating
15608,28,4,1093.68,Champions
15609,184,1,298.48,Hibernating
15610,52,1,112.46,Others
15611,10,13,1591.45,Champions
15612,36,2,195.15,Others
15615,10,23,10399.74,Champions
15618,33,4,776.851,Loyal Customers
15619,11,1,336.4,Others
15620,57,3,1553.18,Others
15621,4,4,1293.03,Champions
15622,43,9,3709.56,Loyal Customers
15623,141,1,301.03000000000003,Hibernating
15624,117,4,588.13,At Risk
15625,104,4,1534.26,At Risk
15626,75,2,675.8,At Risk
15628,5,9,2870.24,Champions
15630,45,2,1186.35,Others
15632,16,8,3285.31,Champions
15634,17,1,243.55,Others
15636,90,2,724.76,At Risk
15637,53,1,223.36,Others
15639,134,1,425.32,Hibernating
15640,4,15,12515.66,Champions
15641,105,4,1887.2,At Risk
15643,192,3,664.0,At Risk
15644,166,4,813.0,At Risk
15645,19,1,612.01,Others
15646,158,3,447.64,Others
15648,204,2,657.35,At Risk
15649,336,2,816.0,At Risk
15651,37,3,646.3,Others
15652,91,1,337.74,Hibernating
15653,93,2,877.44,At Risk
15654,9,2,922.53,Potential Loyalists
15655,243,1,560.6700000000001,Others
15656,45,4,748.5,Loyal Customers
15657,23,1,30.0,Others
15658,190,5,1024.1,At Risk
15659,44,1,306.45,Others
15660,25,9,1600.86,Champions
15661,317,2,309.8,Others
15663,106,1,138.14,Hibernating
15664,51,1,386.43,Others
15665,168,2,2242.01,At Risk
15667,40,1,301.32000000000005,Others
15668,218,1,76.32000000000001,Hibernating
15669,40,4,684.34,Loyal Customers
15670,297,1,173.05,Hibernating
15671,19,7,2657.13,Champions
15673,88,4,2881.02,At Risk
15674,73,5,2446.6,At Risk
15675,81,3,323.69,Others
15676,19,3,3435.76,Potential Loyalists
15677,49,1,657.23,Others
15678,53,1,352.7,Others
15679,24,4,781.28,Loyal Customers
15680,9,3,1333.68,Potential Loyalists
15681,25,5,1426.16,Champions
15683,117,1,193.75,Hibernating
15687,9,9,2993.1,Champions
15689,120,2,254.1,Others
15690,4,2,239.76,Others
15691,252,1,136.8,Hibernating
15692,28,1,191.04,Others
15694,1,14,6479.4,Champions
15695,267,2,409.98,Others
15696,33,8,2736.46,Champions
15699,18,1,309.65,Others
15700,172,2,696.68,At Risk
15701,2,4,1542.14,Champions
15703,265,1,211.5,Hibernating
15704,140,4,2293.62,At Risk
15705,201,1,143.1,Hibernating
15706,64,4,1060.56,Loyal Customers
15707,35,4,945.58,Loyal Customers
15708,41,7,3364.24,Loyal Customers
15709,284,1,133.25,Hibernating
15712,9,5,1072.36,Champions
15713,143,2,356.7,Others
15714,12,2,330.88,Potential Loyalists
15716,146,4,1118.81,At Risk
15717,234,1,150.3,Hibernating
15719,33,13,5045.61,Champions
15720,24,1,598.73,Others
15721,12,1,507.08,Others
15722,36,5,2222.56,Loyal Customers
15723,365,1,203.1,Hibernating
15724,201,2,218.25,Others
15725,15,1,415.25,Others
15727,17,7,5178.96,Champions
15729,213,1,85.0,Hibernating
15730,66,3,1120.88,Others
15732,212,2,294.12,Others
15733,283,1,162.3,Hibernating
15734,115,2,1339.45,At Risk
15737,15,8,1205.12,Champions
15738,19,16,4812.42,Champions
15739,66,1,449.12,Others
15740,49,1,154.88,Others
15743,16,4,784.46,Loyal Customers
15744,78,1,34.8,Hibernating
15745,19,4,1094.59,Champions
15746,134,1,196.88,Hibernating
15747,13,3,974.04,Potential Loyalists
15748,40,1,149.31,Others
15749,235,3,44534.3,At Risk
15750,3,8,2465.48,Champions
15752,40,7,2637.38,Loyal Customers
15753,305,1,79.2,Hibernating
15754,51,3,458.57,Others
15755,10,6,2364.25,Champions
15756,61,4,532.96,Loyal Customers
15757,66,2,714.42,Others
15758,25,1,205.25,Others
15759,218,3,253.04,Others
15762,65,2,583.75,Others
15763,32,2,1086.92,Potential Loyalists
15764,88,6,3279.9700000000003,At Risk
15766,64,1,315.06,Others
15768,116,3,621.83,At Risk
15769,7,26,56252.72,Champions
15773,6,1,635.6800000000001,Potential Loyalists
15774,69,1,270.8,Others
15775,245,1,104.9,Hibernating
15776,133,1,241.62,Hibernating
15777,241,4,1047.11,At Risk
15780,184,3,475.28,Others
15781,25,3,345.46000000000004,Potential Loyalists
15782,10,3,2614.74,Champions
15783,11,1,246.3,Others
15785,33,5,2328.9700000000003,Champions
15786,46,3,4932.2,Loyal Customers
15787,26,3,948.05,Champions
15789,358,1,351.3,Hibernating
15790,10,1,220.85,Others
15791,44,2,1612.69,Others
15793,15,3,965.61,Champions
15795,150,1,610.01,Others
15796,1,8,2711.56,Champions
15797,113,4,2207.4,At Risk
15799,76,3,884.14,At Risk
15800,107,2,699.08,At Risk
15801,46,3,1063.95,Loyal Customers
15802,143,1,451.42,Hibernating
15803,51,1,415.8200000000001,Others
15804,1,13,4206.39,Champions
15805,23,17,5528.4800000000005,Champions
15806,46,3,784.58,Loyal Customers
15807,50,3,903.9,Loyal Customers
15808,306,4,3734.97,At Risk
15809,36,5,515.77,Loyal Customers
15810,79,4,1391.98,At Risk
15811,22,6,2218.62,Champions
15812,107,5,1801.14,At Risk
15813,208,2,1303.91,At Risk
15814,17,4,1945.33,Champions
15815,64,5,2100.6,Loyal Customers
15819,49,4,1905.45,Loyal Customers
15820,320,1,206.98,Hibernating
15821,44,2,570.96,Others
15822,3,2,885.47,Potential Loyalists
15823,372,1,15.0,Hibernating
15825,172,1,532.94,Others
15826,56,3,1654.31,Loyal Customers
15827,73,14,1836.09,At Risk
15829,99,2,636.14,At Risk
15830,38,1,576.0,Others
15831,58,3,801.76,Loyal Customers
15832,254,1,836.79,Others
15834,70,4,2233.75,Loyal Customers
15835,44,4,954.09,Loyal Customers
15836,50,1,137.37,Others
15837,65,1,391.98,Others
15838,11,19,33643.08,Champions
15839,33,3,1048.49,Champions
15840,59,2,355.56,Others
15841,73,4,1224.06,At Risk
15843,304,1,118.95,Hibernating
15844,46,1,130.73999999999998,Others
15845,18,8,3711.77,Champions
15847,38,2,389.27,Others
15850,19,2,238.85,Others
15852,187,2,160.71,Others
15853,52,1,110.8,Others
15854,4,12,2974.65,Champions
15855,137,5,712.24,At Risk
15856,4,27,16387.57,Champions
15857,19,1,297.0,Potential Loyalists
15858,16,5,1438.85,Champions
15860,41,8,977.21,Loyal Customers
15861,12,8,3165.36,Champions
15862,8,4,832.88,Loyal Customers
15863,26,2,68.84,Others
15864,22,6,1936.32,Champions
15865,41,3,895.13,Loyal Customers
15866,101,1,230.53,Hibernating
15867,5,15,3812.64,Champions
15869,277,2,149.64,Others
15870,33,1,354.09000000000003,Potential Loyalists
15872,15,2,360.93,Potential Loyalists
15874,64,7,4405.88,Loyal Customers
15877,2,2,493.28,Potential Loyalists
15880,369,1,343.28,Hibernating
15881,312,5,501.39,At Risk
15882,199,4,516.36,At Risk
15883,2,2,396.48,Potential Loyalists
15885,93,3,379.35,Others
15886,60,1,181.09,Others
15888,81,1,168.31,Hibernating
15889,157,2,446.87,Others
15891,227,1,524.52,Others
15894,253,2,263.55,Others
15895,150,1,179.17,Hibernating
15897,194,2,222.05,Others
15898,1,5,1388.88,Champions
15899,369,1,56.25,Hibernating
15900,24,1,351.11,Potential Loyalists
15901,17,3,363.88,Potential Loyalists
15903,10,7,5126.76,Champions
15904,8,1,164.68,Others
15906,20,7,1567.69,Champions
15907,4,3,967.45,Champions
15909,174,1,191.94,Hibernating
15910,1,8,1232.18,Champions
15912,178,2,264.62,Others
15916,16,8,1528.09,Champions
15917,248,1,123.1,Hibernating
15918,191,2,334.23,Others
15919,20,2,639.89,Potential Loyalists
15920,154,4,167.5,Others
15921,173,1,336.03000000000003,Hibernating
15922,373,1,369.5,Hibernating
15923,373,1,127.08,Hibernating
15925,194,1,207.15,Hibernating
15930,67,1,426.63,Others
15932,4,8,2495.87,Champions
15933,21,3,1107.46,Champions
15935,239,2,416.86,Others
15937,64,1,145.35000000000002,Others
15938,112,5,404.58,Others
15939,90,15,6115.01,At Risk
15940,311,1,35.8,Hibernating
15942,134,1,337.44,Hibernating
15944,277,1,325.1,Hibernating
15945,365,1,181.0,Hibernating
15947,83,1,1708.24,Others
15948,8,2,955.24,Potential Loyalists
15949,17,2,364.72,Potential Loyalists
15950,32,4,1765.51,Champions
15951,9,2,708.22,Potential Loyalists
15952,34,4,806.57,Loyal Customers
15953,15,8,1659.38,Champions
15955,24,14,4416.26,Champions
15957,32,1,428.89,Potential Loyalists
15958,74,1,104.35,Hibernating
15963,20,2,470.76,Potential Loyalists
15965,17,4,845.64,Loyal Customers
15967,23,2,418.83,Potential Loyalists
15969,3,3,666.1,Loyal Customers
15970,304,1,314.1,Hibernating
15971,18,12,4199.85,Champions
15973,367,1,307.82000000000005,Hibernating
15974,39,7,3442.15,Loyal Customers
15975,84,1,371.01,Hibernating
15976,165,2,430.94,Others
15977,17,2,1054.73,Potential Loyalists
15978,77,1,1098.78,Others
15980,89,3,2398.86,At Risk
15981,25,8,3408.48,Champions
15983,22,4,1475.02,Champions
15984,3,10,2837.67,Champions
15985,123,2,1142.42,At Risk
15986,30,1,168.12,Others
15987,12,7,1451.28,Champions
15988,19,1,158.03,Others
15990,44,2,792.11,Others
15992,4,1,41.99,Others
15993,9,7,2797.57,Champions
15994,55,1,427.07,Others
15996,88,6,1060.68,At Risk
15998,37,5,3089.97,Loyal Customers
16000,3,3,12393.7,Champions
16003,30,5,2735.37,Champions
16005,12,4,615.39,Loyal Customers
16006,211,1,101.4,Hibernating
16007,48,4,1701.94,Loyal Customers
16008,24,3,478.78,Potential Loyalists
16009,22,4,992.71,Champions
16010,246,3,407.5,Others
16011,8,16,3362.71,Champions
16012,35,3,1415.29,Loyal Customers
16013,4,47,37130.6,Champions
16014,38,3,662.38,Loyal Customers
16015,4,3,705.39,Loyal Customers
16016,3,8,1508.76,Champions
16017,47,1,211.88,Others
16018,39,2,408.9,Others
16019,47,9,3786.24,Loyal Customers
16020,17,3,851.01,Loyal Customers
16022,260,1,628.28,Others
16023,46,3,719.81,Loyal Customers
16024,12,1,251.24,Potential Loyalists
16025,30,1,439.66,Potential Loyalists
16026,43,1,236.09,Others
16027,92,6,934.62,At Risk
16029,39,63,81024.84,Loyal Customers
16030,310,1,331.24,Hibernating
16031,92,2,548.94,At Risk
16033,6,20,8816.4,Champions
16034,196,3,437.7000000000001,Others
16036,87,2,758.9200000000001,At Risk
16037,270,3,855.02,At Risk
16038,8,3,471.78,Potential Loyalists
16040,65,3,1313.55,Loyal Customers
16041,31,3,3166.4,Champions
16042,22,5,1197.27,Champions
16043,38,4,773.99,Loyal Customers
16045,120,4,1340.7,At Risk
16048,373,2,256.44,Others
16049,40,3,1111.79,Loyal Customers
16050,174,1,137.9,Hibernating
16052,54,1,362.06,Others
16053,33,2,1511.95,Potential Loyalists
16054,145,1,783.9,Others
16055,221,1,134.8,Hibernating
16056,45,1,664.85,Others
16057,16,7,2263.12,Champions
16059,66,6,1459.86,Loyal Customers
16062,10,4,1153.62,Champions
16063,260,1,335.32,Hibernating
16065,365,1,372.09,Hibernating
16066,17,5,1521.87,Champions
16070,22,2,852.15,Potential Loyalists
16071,45,1,326.24,Others
16072,288,1,584.3199999999999,Others
16073,297,1,122.4,Hibernating
16076,3,10,2234.73,Champions
16078,284,1,79.2,Hibernating
16079,17,3,1352.0,Champions
16080,82,2,217.16,Others
16081,56,5,2806.9,Loyal Customers
16083,101,2,1317.62,At Risk
16084,299,1,436.18,Hibernating
16085,23,5,981.51,Champions
16086,59,5,1121.39,Loyal Customers
16091,155,2,315.06,Others
16092,115,3,817.86,At Risk
16093,107,1,17.0,Hibernating
16094,12,4,1078.23,Champions
16096,264,1,320.62,Hibernating
16097,240,1,185.05,Hibernating
16098,88,7,2005.63,At Risk
16099,50,3,731.9,Loyal Customers
16101,71,1,1290.7,Others
16102,42,3,1842.14,Loyal Customers
16103,7,6,1429.64,Champions
16104,62,1,302.36,Others
16105,249,1,336.96,Hibernating
16106,66,1,108.38,Others
16107,18,7,3204.1600000000003,Champions
16108,85,1,842.5,Others
16109,219,2,611.88,At Risk
16110,45,3,1337.48,Loyal Customers
16112,143,4,195.74,Others
16113,183,1,161.38,Hibernating
16114,171,1,135.75000000000003,Hibernating
16115,10,8,1667.97,Champions
16116,212,1,612.78,Others
16117,190,1,232.21,Hibernating
16119,8,2,423.36,Potential Loyalists
16120,59,4,1309.14,Loyal Customers
16121,57,2,867.11,Others
16122,73,4,684.42,At Risk
16123,52,1,307.78000000000003,Others
16124,317,1,249.0,Hibernating
16125,367,1,289.35,Hibernating
16126,29,4,6287.77,Champions
16127,39,1,656.25,Others
16128,18,5,1880.22,Champions
16131,52,6,3506.54,Loyal Customers
16133,4,33,14589.04,Champions
16134,22,2,618.09,Potential Loyalists
16135,263,1,517.55,Others
16136,60,3,709.38,Loyal Customers
16139,19,3,635.4100000000001,Loyal Customers
16140,66,2,725.1800000000001,Others
16141,88,1,620.4,Others
16142,250,1,535.34,Others
16143,3,6,2424.94,Champions
16144,247,1,175.2,Hibernating
16145,9,11,3799.49,Champions
16146,157,3,734.13,At Risk
16147,134,1,375.0,Hibernating
16148,296,1,76.32000000000001,Hibernating
16149,5,2,280.52,Potential Loyalists
16150,43,5,2053.02,Loyal Customers
16152,269,1,1829.04,Others
16153,50,5,1824.23,Loyal Customers
16156,9,9,3122.04,Champions
16157,16,3,656.69,Loyal Customers
16159,282,1,348.2,Hibernating
16160,65,2,1025.44,Others
16161,2,19,5575.56,Champions
16162,252,1,37.4,Hibernating
16163,232,2,856.6,At Risk
16164,17,3,822.48,Loyal Customers
16168,11,27,3787.6,Champions
16169,8,4,1822.97,Champions
16170,51,6,1885.05,Loyal Customers
16171,59,1,73.19999999999999,Others
16172,95,5,1140.21,At Risk
16173,16,6,1418.32,Champions
16174,126,3,1009.55,At Risk
16175,94,4,1037.59,At Risk
16177,50,1,331.95,Others
16178,138,1,197.9,Hibernating
16179,61,1,215.83,Others
16180,100,8,10254.18,At Risk
16181,73,1,305.54,Hibernating
16182,72,4,6617.65,Loyal Customers
16183,67,1,338.71000000000004,Others
16184,64,6,1158.79,Loyal Customers
16185,17,2,529.41,Potential Loyalists
16186,23,12,4006.94,Champions
16187,32,15,6911.4400000000005,Champions
16188,45,4,981.86,Loyal Customers
16189,16,2,215.48,Others
16190,40,1,215.08,Others
16191,3,13,5180.52,Champions
16193,237,1,314.45,Hibernating
16198,75,1,400.681,Hibernating
16200,4,2,1080.62,Potential Loyalists
16201,3,4,1863.47,Champions
16202,361,1,365.27,Hibernating
16203,59,4,592.9,Loyal Customers
16204,23,1,405.71,Potential Loyalists
16205,31,4,761.38,Loyal Customers
16206,55,4,537.0600000000001,Loyal Customers
16207,25,1,394.38,Potential Loyalists
16208,45,2,664.26,Others
16209,89,5,2262.62,At Risk
16210,2,18,21086.3,Champions
16211,89,1,547.02,Others
16212,19,2,690.34,Potential Loyalists
16213,79,1,159.0,Hibernating
16214,171,3,1062.75,At Risk
16215,81,1,242.35,Hibernating
16216,267,1,914.93,Others
16217,235,2,304.25,Others
16218,30,7,3084.68,Champions
16221,37,3,864.86,Loyal Customers
16222,318,1,846.72,Others
16224,57,4,1295.3,Loyal Customers
16225,45,5,1096.32,Loyal Customers
16226,203,3,255.12,Others
16227,225,1,314.22,Hibernating
16229,87,2,1010.6,At Risk
16230,190,2,542.03,At Risk
16232,44,4,990.88,Loyal Customers
16233,71,3,536.6800000000001,Loyal Customers
16235,41,5,867.3100000000001,Loyal Customers
16236,78,1,432.2,Hibernating
16239,57,2,414.2,Others
16240,24,2,3718.8,Potential Loyalists
16241,10,13,2607.87,Champions
16242,8,7,3603.21,Champions
16243,34,2,409.1,Others
16244,212,2,1522.75,At Risk
16245,24,3,1413.66,Champions
16247,170,1,114.56,Hibernating
16248,62,1,152.94,Others
16249,53,5,1800.07,Loyal Customers
16250,261,2,389.44,Others
16253,67,2,3683.86,Others
16255,17,8,2619.91,Champions
16256,267,1,752.4300000000001,Others
16257,177,1,46.95,Hibernating
16258,45,5,5203.51,Loyal Customers
16260,51,1,1035.45,Others
16261,17,4,746.83,Loyal Customers
16265,9,9,5447.0,Champions
16266,74,7,861.89,At Risk
16268,71,2,667.65,Others
16270,353,1,1141.24,Others
16271,3,5,1429.24,Champions
16272,117,1,411.7,Hibernating
16274,373,1,357.95,Hibernating
16275,197,1,559.87,Others
16276,177,1,810.6,Others
16278,100,1,566.38,Others
16279,21,3,1509.58,Champions
16281,72,1,2062.06,Others
16282,340,1,168.3,Hibernating
16283,6,5,1570.81,Champions
16284,31,2,823.97,Potential Loyalists
16287,170,1,142.5,Hibernating
16292,122,1,302.25,Hibernating
16293,22,10,2248.99,Champions
16295,10,4,1328.55,Champions
16297,269,1,301.9,Hibernating
16298,23,3,598.2,Loyal Customers
16302,127,1,233.22,Hibernating
16303,26,3,5360.63,Champions
16305,139,1,361.22,Hibernating
16306,214,6,632.27,At Risk
16308,38,4,2560.0,Loyal Customers
16309,106,2,706.57,At Risk
16311,18,2,616.26,Potential Loyalists
16313,3,2,274.15000000000003,Potential Loyalists
16315,331,1,226.37,Hibernating
16316,64,8,2938.91,Loyal Customers
16317,120,3,1341.65,At Risk
16318,35,1,328.15000000000003,Others
16319,218,1,404.4,Hibernating
16320,172,2,1038.46,At Risk
16321,72,5,373.65,Others
16322,1,2,326.75,Potential Loyalists
16323,196,1,207.50000000000003,Hibernating
16324,128,3,428.68,Others
16325,47,3,594.24,Loyal Customers
16326,6,14,3110.96,Champions
16327,14,6,3844.22,Champions
16330,18,3,251.91,Potential Loyalists
16332,28,7,1593.2,Champions
16333,8,22,26626.8,Champions
16337,37,1,151.05,Others
16338,157,1,214.8,Hibernating
16339,284,1,109.95,Hibernating
16340,107,1,549.07,Others
16341,25,4,1971.87,Champions
16342,75,4,322.41,Others
16343,16,2,370.48,Potential Loyalists
16344,158,1,101.1,Hibernating
16345,44,1,575.41,Others
16347,11,2,887.65,Potential Loyalists
16348,32,7,1469.45,Champions
16349,291,1,53.5,Hibernating
16350,21,4,1116.47,Champions
16351,333,1,153.9,Hibernating
16352,18,2,494.44,Potential Loyalists
16353,4,23,6675.71,Champions
16354,63,2,395.8,Others
16356,198,3,211.77,Others
16357,33,3,658.88,Loyal Customers
16358,1,4,2027.5,Champions
16359,7,9,1750.92,Champions
16360,5,6,3512.53,Champions
16361,10,4,896.66,Loyal Customers
16362,32,5,734.77,Loyal Customers
16363,53,1,109.36,Others
16364,12,2,707.04,Potential Loyalists
16365,18,9,1540.42,Champions
16366,19,1,327.3,Potential Loyalists
16367,37,2,804.49,Others
16368,2,2,497.43,Potential Loyalists
16369,18,3,1553.66,Champions
16370,82,4,1320.56,At Risk
16372,33,2,367.93,Potential Loyalists
16374,66,2,473.03,Others
16376,9,2,987.01,Potential Loyalists
16377,267,1,676.2,Others
16378,247,3,362.95,Others
16379,4,4,2157.4,Champions
16380,61,1,1780.59,Others
16383,75,2,668.36,At Risk
16384,90,2,584.5,At Risk
16385,60,3,555.89,Loyal Customers
16386,29,2,317.2,Potential Loyalists
16387,323,1,94.36,Hibernating
16389,53,4,1382.0700000000002,Loyal Customers
16392,270,1,221.19,Hibernating
16393,2,13,3046.21,Champions
16394,57,5,1555.34,Loyal Customers
16395,61,5,1486.9,Loyal Customers
16398,154,2,1705.8,At Risk
16399,19,2,408.57,Potential Loyalists
16400,95,1,303.93,Hibernating
16401,1,12,4098.32,Champions
16402,265,2,299.6,Others
16403,312,1,177.5,Hibernating
16404,70,1,443.05,Others
16405,302,2,167.25,Others
16406,19,1,163.07,Others
16407,13,10,2126.93,Champions
16409,36,5,2028.88,Loyal Customers
16411,19,2,214.65,Others
16412,54,1,151.83,Others
16413,57,1,262.2,Others
16414,22,2,126.25,Others
16415,44,1,210.35,Others
16416,27,3,1051.4,Champions
16418,45,3,675.27,Loyal Customers
16419,113,6,972.23,At Risk
16422,17,51,34684.4,Champions
16423,25,1,346.12,Potential Loyalists
16424,191,1,133.56,Hibernating
16425,302,1,302.7,Hibernating
16426,2,10,1908.25,Champions
16427,263,2,241.06,Others
16429,106,1,284.55,Hibernating
16430,57,1,300.85,Others
16431,213,3,642.81,At Risk
16432,64,1,287.40000000000003,Others
16433,28,1,184.26,Others
16434,29,7,1522.25,Champions
16438,6,5,798.35,Loyal Customers
16440,8,5,3640.67,Champions
16441,67,2,381.2,Others
16442,2,3,616.79,Loyal Customers
16444,46,4,654.67,Loyal Customers
16445,34,1,230.51,Others
16446,1,2,168472.5,Potential Loyalists
16447,136,1,259.01,Hibernating
16448,198,1,188.89,Hibernating
16449,198,2,707.69,At Risk
16450,150,1,311.92,Hibernating
16451,88,1,266.97,Hibernating
16454,45,2,6.9,Others
16455,64,7,1841.18,Loyal Customers
16456,99,5,2158.37,At Risk
16457,218,1,208.36,Hibernating
16458,3,18,3482.74,Champions
16460,28,3,814.72,Loyal Customers
16461,178,1,151.42,Hibernating
16462,74,3,136.0,Others
16463,21,4,1422.4,Champions
16464,20,3,1314.68,Champions
16466,34,7,1603.46,Loyal Customers
16468,74,1,74.9,Hibernating
16469,24,4,650.43,Loyal Customers
16470,52,4,762.39,Loyal Customers
16471,275,1,223.95,Hibernating
