CustomerID,Recency,Frequency,Monetary
14019,47,3,1398.96
14020,17,2,642.8
14021,155,3,631.9
14022,225,1,440.0
14023,7,2,584.07
14024,122,2,327.7
14027,61,1,104.82
14029,63,2,467.66
14030,18,8,2358.84
14031,7,19,14698.91
14032,2,11,2929.84
14034,22,3,509.09
14035,29,5,1428.02
14036,285,1,626.65
14037,176,2,147.2
14038,78,3,1554.48
14039,33,1,152.2
14040,41,12,3491.64
14041,266,1,141.41
14044,27,4,646.42
14045,109,4,1659.75
14046,284,1,151.59
14047,9,5,1290.01
14048,305,1,375.13
14049,17,4,5536.15
14050,32,2,746.36
14051,1,23,15477.34
14052,20,1,225.36
14053,124,2,260.25
14054,65,1,92.46
14055,106,1,725.64
14056,1,23,8063.3
14057,24,17,6141.1
14059,267,1,183.6
14060,5,19,6135.38
14062,10,12,10464.85
14064,29,5,1168.92
14066,267,1,152.55
14067,64,2,374.7
14068,320,1,265.85
14071,4,8,1291.34
14073,32,1,139.54
14075,5,3,942.26
14076,129,1,118.67
14077,41,5,499.42
14078,102,6,1049.37
14079,125,1,375.1
14080,33,1,45.6
14081,302,2,891.77
14082,365,1,182.25
14083,4,9,1002.9
14085,2,18,4408.54
14087,3,1,178.72
14088,10,13,50415.49
14089,57,1,158.75
14090,325,1,76.32
14092,8,14,4063.1
14093,12,1,433.86
14096,4,17,53258.43
14098,37,1,147.35
14099,16,11,3092.97
14100,138,1,191.95
14101,74,6,5976.79
14102,5,5,1060.33
14104,155,2,216.21
14105,239,1,1260.33
14107,52,7,2688.48
14108,31,2,594.16
14109,73,1,80.2
14110,4,12,5669.65
14111,14,4,688.6
14112,23,7,2774.17
14113,4,4,1377.92
14114,274,2,386.53
14116,20,5,1382.74
14117,144,1,90.0
14121,4,4,2740.3
14124,84,1,419.58
14125,11,3,2720.63
14126,8,3,643.63
14127,123,3,709.71
14128,61,2,637.5
14129,2,5,1123.86
14130,319,1,480.91
14132,2,11,3580.13
14133,130,3,590.34
14135,2,15,4690.31
14138,2,2,965.88
14139,46,1,415.82
14140,4,2,920.05
14141,3,4,879.03
14142,373,1,311.81
14143,134,1,115.8
14145,47,4,3148.2
14146,9,5,2949.57
14147,78,2,468.4
14148,234,1,157.2
14149,221,1,259.43
14150,36,2,658.64
14152,75,2,611.09
14154,239,2,1345.62
14155,266,1,118.75
14156,10,54,113685.77
14157,20,2,392.44
14158,40,1,507.66
14159,20,11,4613.27
14161,216,3,1097.62
14162,174,2,289.36
14163,87,4,2445.91
14164,71,2,1631.77
14165,276,1,120.44
14167,39,4,562.59
14171,98,1,363.79
14173,11,4,450.84
14174,33,1,134.46
14175,60,3,3108.06
14176,297,4,574.0
14177,86,4,544.51
14178,9,7,1580.26
14179,41,2,701.57
14180,11,25,4640.77
14184,67,1,452.89
14185,331,1,197.65
14188,31,6,2018.91
14189,2,15,4604.31
14191,2,13,4660.01
14193,68,2,853.39
14194,5,21,11216.75
14195,202,2,962.7
14196,107,1,335.52
14198,18,4,663.5
14199,218,1,185.4
14201,60,7,688.04
14204,2,1,150.61
14205,17,2,228.5
14206,239,1,308.26
14208,95,1,151.74
14209,11,6,2067.13
14210,106,6,1900.89
14211,53,9,2208.3
14212,90,1,1070.48
14214,31,5,1000.23
14215,12,6,1777.92
14216,3,4,1839.3
14217,2,17,1925.36
14218,43,1,169.48
14219,4,1,89.94
14220,247,2,632.4
14221,42,9,3427.85
14222,177,1,683.17
14223,92,3,975.23
14224,110,4,1009.73
14226,29,5,2184.24
14227,26,10,3315.71
14229,52,3,1450.6
14231,184,3,822.06
14232,43,5,2043.93
14233,49,4,1447.51
14234,22,4,754.12
14235,75,5,3093.86
14236,81,2,490.86
14237,373,1,161.0
14238,326,1,146.85
14239,43,11,2323.5
14240,30,2,890.34
14241,184,1,213.7
14242,235,2,280.55
14243,9,10,2535.88
14245,220,2,1677.48
14246,111,3,1474.06
14247,278,1,136.77
14248,318,1,302.58
14250,7,3,1904.05
14251,2,5,2879.7
14256,260,2,935.06
14257,64,5,3087.27
14258,9,9,12650.08
14259,142,1,120.0
14261,51,2,1163.45
14262,8,8,2618.23
14264,155,2,319.47
14265,109,2,530.18
14267,163,3,1279.09
14270,332,1,492.65
14271,226,1,112.32
14272,74,2,437.96
14273,51,4,559.97
14276,99,3,1019.39
14277,15,3,3892.8
14280,197,1,134.04
14282,3,15,3701.44
14284,31,2,578.45
14285,21,4,1910.01
14286,24,3,4595.81
14287,8,3,156.23
14288,213,1,413.85
14289,9,6,911.26
14290,11,5,2307.45
14291,2,11,3873.3
14292,8,9,4819.33
14293,3,4,1046.56
14295,40,1,157.7
14297,18,4,1290.48
14298,8,44,50862.44
14299,8,9,2855.35
14300,19,1,43.2
14301,117,1,632.04
14304,223,1,197.1
14305,71,3,1803.76
14306,51,2,2083.42
14307,89,6,2995.72
14309,8,9,2319.68
14311,243,1,229.71
14312,47,6,1611.59
14314,107,1,120.0
14315,45,6,2456.98
14317,65,1,508.58
14320,207,2,343.11
14321,11,5,1530.75
14323,115,2,574.26
14326,242,1,166.85
14327,163,1,311.65
14329,17,7,4889.14
14331,124,2,462.66
14332,23,3,840.21
14333,68,1,351.45
14334,17,8,2539.46
14335,16,2,454.86
14336,17,4,1614.91
14338,161,2,554.22
14339,243,1,293.73
14340,219,1,134.7
14341,45,8,2151.08
14342,21,4,608.71
14344,127,8,889.93
14345,39,1,108.98
14346,121,2,1021.58
14348,260,1,409.57
14349,10,1,133.5
14350,274,1,258.7
14351,165,1,51.0
14352,157,4,1078.96
14353,215,1,90.6
14354,6,2,163.62
14355,366,1,174.4
14356,80,2,666.94
14357,43,1,225.12
14359,19,3,882.58
14360,32,4,2118.03
14362,22,1,151.5
14364,109,8,3717.35
14367,8,16,9134.12
14368,320,1,155.0
14371,295,1,100.5
14373,358,1,76.55
14375,185,1,235.56
14377,191,2,617.05
14379,44,2,348.1
14381,52,1,202.68
14382,26,1,615.49
14383,38,3,1247.69
14385,9,3,202.11
14386,297,1,142.4
14387,33,3,1727.6
14388,10,8,3172.04
14389,65,2,999.72
14390,10,9,4582.22
14393,218,1,67.95
14395,2,9,3444.11
14396,65,2,487.99
14397,3,19,2556.68
14400,149,1,559.7
14401,4,13,4039.98
14403,130,4,1426.31
14404,34,6,1409.72
14406,119,1,156.75
14407,107,5,2096.08
14408,11,7,2599.03
14409,71,6,1908.25
14410,92,9,587.45
14411,311,1,1063.0
14412,43,2,761.33
14413,362,1,121.05
14414,92,7,1485.13
14415,1,13,5766.85
14416,22,2,490.22
14418,4,3,1937.25
14419,11,6,1051.79
14420,99,1,385.87
14421,57,2,813.11
14422,1,6,4263.64
14423,218,1,265.2
14424,18,1,322.08
14426,24,10,3918.9
14427,50,2,363.34
14428,7,5,1209.37
14431,303,1,423.26
14432,10,6,2248.5
14434,22,6,1372.8
14436,99,1,89.06
14437,366,1,63.0
14438,306,1,131.9
14439,320,1,2661.24
14440,8,5,2357.68
14441,1,4,1545.14
14442,205,2,1544.62
14443,54,4,1400.88
14446,1,4,1005.55
14447,19,5,1163.23
14448,9,2,375.35
14449,19,4,885.8
14450,181,3,483.25
14451,60,2,643.9
14452,11,2,259.05
14453,190,1,119.93
14456,5,9,3000.8
14457,311,1,113.64
14459,155,1,1837.92
14460,110,3,383.34
14461,148,3,2102.67
14462,66,11,1942.45
14463,98,3,529.62
14465,247,3,1038.44
14466,29,7,2272.4
14467,18,4,596.26
14470,12,2,461.19
14472,104,8,1852.67
14473,74,2,234.34
14474,46,1,537.71
14475,72,3,799.82
14476,257,1,193.0
14477,20,4,1307.81
14479,254,2,316.25
14480,11,1,279.05
14481,165,2,636.51
14482,18,6,2022.81
14483,282,1,129.2
14484,50,1,321.92
14485,39,1,162.8
14487,27,6,1152.73
14488,68,1,1047.43
14489,207,1,463.38
14491,175,2,340.93
14493,7,5,2362.84
14494,26,1,139.56
14495,51,2,123.8
14496,312,2,538.81
14497,309,1,457.47
14498,43,5,1957.32
14499,26,3,808.44
14500,88,3,356.85
14501,184,2,190.31
14502,20,11,2307.14
14503,3,6,3543.26
14504,47,4,673.26
14505,17,8,5772.49
14506,17,5,1960.65
14507,24,6,1352.88
14508,22,2,268.05
14511,11,5,1267.41
14512,188,2,275.28
14513,101,3,438.49
14514,61,3,990.2
14515,18,6,2076.89
14517,33,2,330.45
14518,64,1,174.37
14520,2,2,270.6
14522,24,4,974.54
14523,108,1,241.09
14524,32,9,1843.83
14525,20,9,4150.07
14527,3,55,8477.53
14528,37,1,364.22
14529,60,3,578.61
14530,26,6,2862.11
14532,236,4,932.85
14533,25,7,1812.62
14534,3,18,4023.95
14535,60,3,2831.74
14536,260,1,170.95
14537,58,1,355.56
14538,65,2,388.25
14539,16,2,537.48
14540,10,3,952.66
14541,59,8,1453.35
14542,186,1,103.25
14543,29,16,2945.22
14544,24,2,2004.3
14546,5,5,2482.86
14547,4,8,3953.95
14548,151,2,652.8
14549,311,1,289.24
14550,11,2,757.37
14551,18,2,186.23
14552,152,1,164.22
14553,19,5,859.27
14554,10,4,2279.49
14555,57,2,312.54
14560,7,22,2174.18
14561,76,3,1080.76
14562,4,18,4682.92
14565,96,4,2923.77
14566,111,1,1432.0
14567,57,2,1524.46
14569,1,1,227.39
14570,281,2,217.21
14572,3,7,2775.39
14573,180,9,1590.12
14576,372,1,35.4
14577,13,4,859.71
14578,3,1,168.63
14581,17,1,138.6
14582,41,1,114.11
14583,6,5,986.96
14584,169,4,1020.06
14585,50,1,157.05
14586,277,1,134.16
14587,19,9,1577.39
14589,372,1,39.75
14591,15,4,1320.21
14592,35,3,557.94
14593,22,3,617.15
14594,7,2,363.33
14595,20,6,1740.6
14597,11,2,866.24
14598,44,1,221.97
14600,306,1,393.33
14601,11,1,213.96
14603,275,1,660.0
14606,1,90,11486.6
14607,16,12,9793.1
14608,4,4,1785.15
14609,72,4,601.56
14616,243,3,406.08
14618,9,3,538.59
14619,246,1,379.51
14620,206,2,393.28
14621,1,5,1765.76
14622,185,1,320.58
14623,32,5,862.12
14624,57,2,225.85
14625,196,2,848.48
14626,24,4,2757.07
14628,91,2,671.96
14629,4,2,935.46
14631,51,3,1006.98
14632,263,1,114.56
14633,266,1,344.9
14636,36,2,609.85
14638,51,1,443.6
14639,52,6,2952.34
14640,24,6,2024.45
14641,22,1,110.46
14642,59,1,96.12
14643,170,2,668.61
14644,68,2,780.46
14645,157,2,597.09
14646,2,72,278778.02
14647,201,1,236.04
14649,5,4,1402.59
14651,67,2,653.75
14652,77,1,114.18
14653,1,7,1916.7
14655,8,4,1930.15
14656,169,2,291.05
14657,18,4,838.27
14658,5,2,247.15
14659,9,9,2456.53
14660,87,2,285.74
14661,27,1,107.95
14662,29,4,741.37
14664,20,2,636.24
14665,61,5,1258.38
14666,24,1,179.95
14667,11,25,9160.79
14669,242,3,1259.24
14670,280,2,392.86
14672,235,2,765.55
14673,3,5,1736.4
14675,16,1,596.36
14676,31,6,2543.24
14680,25,16,26932.34
14681,71,3,498.95
14682,188,2,52.0
14684,26,5,1201.51
14687,107,1,628.38
14688,8,21,5055.61
14689,209,1,112.8
14690,44,2,341.96
14691,31,5,2114.33
14692,137,4,582.05
14693,265,1,172.9
14696,4,7,2070.97
14697,218,2,188.61
14698,2,5,1217.27
14699,214,1,109.13
14700,32,3,2195.1
14701,11,9,2462.94
14702,1,17,3210.29
14703,15,1,318.17
14704,20,7,1461.62
14705,199,1,179.0
14708,3,3,1096.67
14709,15,13,4911.14
14710,14,4,599.48
14711,10,11,2809.02
14712,29,3,917.07
14713,9,11,2660.1
14714,24,1,160.19
14715,25,4,867.38
14716,43,2,307.51
14719,2,5,1571.89
14720,6,3,663.81
14722,147,1,180.42
14723,10,6,1120.66
14725,25,1,655.58
14727,274,1,268.58
14729,374,1,313.49
14730,1,8,1897.57
14731,47,3,380.02
14732,8,8,2686.34
14733,16,12,9451.54
14735,4,31,5792.69
14737,4,3,1164.55
14738,43,7,1289.94
14739,4,7,3899.1
14740,197,3,1423.21
14741,12,6,1400.34
14744,16,7,1088.53
14745,113,5,1167.16
14747,249,1,294.3
14748,29,5,1318.85
14752,44,1,389.64
14753,87,1,563.15
14754,45,2,638.05
14755,10,11,4965.38
14756,15,1,738.96
14757,75,1,420.5
14758,145,4,1484.06
14759,5,3,1625.97
14760,297,1,53.8
14761,59,2,255.9
14762,264,1,300.52
14764,47,1,250.55
14765,29,3,254.11
14766,8,6,2423.07
14768,17,2,139.5
14769,3,8,10382.18
14770,232,2,876.42
14772,112,1,139.26
14775,58,3,1011.9
14776,51,11,2195.58
14778,127,2,730.86
14779,281,3,386.15
14780,55,2,447.68
14782,320,1,200.1
14784,26,2,289.99
14785,10,2,77.4
14788,7,2,679.44
14789,29,1,197.64
14790,17,4,745.06
14793,21,1,214.14
14794,3,7,1272.11
14795,166,1,131.45
14796,1,17,7790.95
14798,53,3,173.74
14799,51,1,157.7
14800,48,12,4228.39
14801,61,1,189.34
14803,162,3,845.55
14804,9,1,353.27
14805,15,4,546.4
14806,75,1,193.39
14808,40,8,2277.8
14810,41,11,2085.33
14813,370,2,152.88
14815,37,2,778.5
14816,197,1,271.85
14817,200,2,1010.34
14818,74,3,657.8
14819,64,2,272.07
14820,21,4,507.29
14821,367,1,48.8
14823,180,3,321.43
14824,10,4,1127.71
14825,4,12,2221.01
14828,197,3,2139.76
14829,29,4,644.65
14830,53,1,188.03
14834,18,6,1698.35
14836,10,3,102.45
14837,90,4,1641.2
14840,268,1,62.85
14841,53,6,3295.76
14842,44,4,2456.8
14844,64,4,3189.81
14847,149,1,309.4
14849,22,25,7904.28
14850,312,1,278.15
14851,23,2,511.35
14852,58,6,2836.69
14853,24,2,463.05
14854,78,7,2730.09
14855,119,2,645.65
14856,36,3,1290.53
14857,60,2,1165.65
14859,13,4,1352.04
14860,19,1,168.62
14861,52,1,125.79
14862,26,2,841.2
14863,29,1,266.76
14865,7,2,52.2
14866,11,11,14160.95
14867,186,3,701.33
14868,3,8,2939.64
14869,9,2,717.7
14870,262,1,327.25
14871,3,4,501.28
14873,210,1,519.68
14875,108,2,1457.67
14878,13,9,1476.09
14880,77,3,690.59
14881,20,1,255.4
14882,27,2,589.7
14883,19,6,756.64
14885,132,1,765.32
14886,253,1,364.8
14887,79,1,1862.0
14888,207,1,369.2
14889,336,1,135.9
14890,254,1,125.65
14891,148,2,554.38
14893,10,2,1237.85
14894,85,1,655.75
14895,8,20,11020.26
14896,205,2,468.77
14897,8,4,1366.38
14898,23,6,1194.11
14901,11,9,1414.99
14902,26,1,314.11
14903,21,5,2729.18
14904,2,2,1025.44
14905,158,2,599.9
14907,3,7,3478.85
14908,74,1,277.8
14910,3,4,389.86
14911,1,198,128768.24
14912,17,2,867.85
14913,36,4,1227.43
14915,91,2,258.83
14916,71,4,1264.84
14918,116,2,1610.15
14920,213,2,977.77
14921,30,2,1316.07
14923,51,1,749.1
14924,246,1,310.05
14929,32,1,223.88
14930,109,3,2362.96
14931,5,4,864.68
14932,366,1,313.53
14934,82,2,1888.84
14935,297,1,1784.71
14936,34,8,8117.42
14937,57,3,1617.63
14944,30,12,5842.95
14946,14,1,100.9
14947,72,2,290.82
14948,23,6,1066.57
14950,19,1,361.25
14951,79,1,311.69
14952,60,11,7912.79
14953,25,1,285.67
14954,12,1,294.85
14957,253,1,58.49
14958,147,3,483.73
14959,64,4,684.97
14960,8,2,221.27
14961,11,9,7006.58
14962,271,1,126.7
14963,10,5,1472.34
14964,247,1,206.21
14965,96,2,596.09
14966,15,1,183.02
14967,50,1,463.8
14968,30,1,147.59
14970,68,4,1592.06
14971,35,3,1097.98
14972,128,1,114.77
14973,107,3,1314.45
14974,37,1,89.94
14975,57,1,279.94
14976,57,6,749.86
14978,72,5,1921.37
14981,246,1,102.12
14984,19,2,202.37
14985,198,2,292.01
14987,16,2,326.4
14988,212,1,334.54
14995,39,2,231.98
14997,46,3,540.98
14998,170,2,414.87
15000,48,1,490.52
15002,116,4,1641.76
15004,147,1,1220.38
15005,16,28,6158.84
15006,51,1,475.43
15007,159,1,156.91
15009,12,3,1259.43
15010,36,1,308.94
15012,54,2,405.04
15014,43,2,257.67
15016,173,1,170.04
15017,34,1,125.58
15018,39,3,456.26
15019,267,1,252.81
15021,9,9,1829.23
15022,12,4,852.39
15023,3,11,6661.91
15024,10,10,1636.43
15025,33,1,361.96
15026,80,3,464.2
15027,31,4,1051.95
15028,8,4,627.13
15030,72,2,518.28
15031,4,4,653.19
15032,256,3,4464.1
15033,5,10,2538.23
15034,16,8,4243.21
15035,90,1,252.73
15036,72,3,429.56
15038,59,6,645.84
15039,10,47,19638.59
15041,170,1,179.93
15042,199,1,135.93
15043,31,1,537.0
15044,19,17,7563.88
15045,152,2,633.66
15046,9,15,4921.71
15047,270,1,343.62
15048,65,4,377.52
15049,274,1,121.17
15050,25,3,1682.77
15051,23,3,1383.36
15052,319,1,207.73
15053,5,3,693.95
15054,12,2,302.1
15057,275,2,1489.5
15058,25,11,2102.54
15059,41,9,1325.82
15060,8,4,293.0
15061,4,48,54250.34
15062,71,4,987.86
15063,213,1,370.8
15065,38,4,3135.98
15066,53,1,760.59
15067,78,3,1744.76
15068,46,2,553.36
15069,179,1,1109.53
15070,373,1,106.2
15071,94,2,982.07
15073,10,3,612.43
15074,105,1,735.67
15075,78,1,773.03
15076,173,1,880.85
15078,7,32,9623.35
15079,213,4,893.66
15081,22,5,487.35
15083,257,1,88.2
15087,282,1,306.94
15088,21,2,1140.27
15089,10,6,2420.84
15090,308,1,381.32
15091,68,1,476.96
15092,215,2,457.81
15093,18,6,4410.14
15095,104,4,1364.7
15096,43,1,219.39
15097,4,1,248.08
15098,182,3,39619.5
15099,84,1,410.48
15100,334,3,635.1
15101,9,2,310.03
15103,31,2,703.36
15104,197,2,968.64
15105,18,7,2298.93
15106,18,5,1407.73
15107,311,6,260.0
15108,142,3,1150.75
15109,246,1,463.75
15110,24,4,973.2
15111,29,3,1567.48
15113,10,3,3339.12
15114,30,10,2760.56
15115,18,1,340.11
15116,18,4,1352.75
15117,15,5,1550.13
15118,134,1,244.8
15119,246,1,266.4
15120,134,1,343.82
15121,50,2,457.72
15122,114,3,1612.13
15123,7,2,2199.31
15124,23,2,184.19
15125,25,15,11117.05
15127,66,1,406.53
15128,60,4,1423.25
15129,50,11,3447.4
15130,170,1,330.11
15132,18,5,977.93
15133,128,3,982.42
15134,15,8,1387.99
15135,239,1,127.15
15136,3,4,1282.45
15139,240,2,178.96
15140,52,7,2350.0
15142,46,1,498.74
15143,226,1,259.45
15144,8,17,6530.04
15145,4,4,1194.73
15146,165,2,1313.66
15147,240,1,608.65
15148,11,1,301.29
15149,134,1,520.8
15150,17,10,5280.83
15152,10,13,4684.24
15153,31,1,329.25
15154,75,1,224.73
15156,1,3,961.49
15157,4,3,1879.84
15158,45,1,401.4
15159,2,30,18573.68
15160,357,1,158.16
15163,18,2,304.47
15164,69,3,824.58
15165,373,1,487.75
15167,321,1,158.8
15168,26,1,106.56
15171,331,1,1034.5
15172,9,5,1624.05
15174,323,1,135.75
15175,72,1,224.14
15178,260,1,40.5
15179,18,5,2186.2
15180,367,1,87.5
15181,66,3,684.53
15182,154,2,622.85
15184,29,2,402.2
15185,70,1,310.62
15186,14,2,411.41
15187,2,15,4655.08
15189,1,41,15802.14
15192,120,3,1044.32
15193,61,1,499.32
15194,3,15,7521.17
15195,3,1,3861.0
15197,11,3,656.44
15198,92,2,193.64
15199,59,4,1268.7
15201,87,5,927.84
15203,26,6,1827.8
15204,357,1,316.58
15205,85,2,653.24
15206,10,4,420.3
15208,1,5,867.62
15210,225,1,331.18
15211,60,2,894.41
15212,241,1,88.95
15213,319,2,325.05
15214,2,8,1661.44
15215,47,3,615.99
15216,88,1,96.6
15218,11,11,5756.89
15219,176,1,305.75
15220,52,6,1758.92
15221,366,1,114.1
15222,319,1,585.0
15223,226,2,454.9
15224,358,2,310.48
15225,234,1,409.4
15226,311,1,154.41
15227,37,5,1219.4
15228,66,4,3376.96
15230,239,2,429.6
15232,113,2,612.06
15234,277,1,197.0
15235,218,12,2247.51
15236,299,1,321.05
15237,2,4,1412.32
15238,29,3,1056.54
15239,10,2,764.34
15240,45,5,1685.57
15241,67,8,1738.59
15243,74,1,316.68
15244,65,2,631.57
15245,134,3,2515.84
15246,238,2,514.15
15247,122,1,356.0
15249,32,13,6657.36
15251,9,11,10327.11
15252,36,2,740.78
15253,16,5,915.3
15254,127,1,300.36
15255,67,1,890.85
15256,149,1,98.45
15257,283,1,232.15
15258,169,2,623.16
15260,100,7,1780.77
15261,135,1,254.82
15262,324,1,178.95
15263,107,1,156.51
15264,64,1,393.74
15265,151,2,1506.12
15266,338,1,119.3
15267,22,5,1717.36
15269,24,1,408.8
15270,16,7,2298.2
15271,7,15,2472.09
15272,57,2,721.94
15274,4,2,716.57
15275,38,1,609.19
15276,66,1,128.63
15277,47,1,255.9
15279,355,1,277.41
15280,172,1,113.12
15281,59,9,2239.95
15286,50,1,240.55
15287,22,2,485.24
15288,43,5,2306.52
15289,29,3,935.1
15290,5,18,7803.77
15291,26,14,4551.51
15292,201,1,178.39
15296,51,6,3610.31
15297,10,3,635.04
15298,2,12,3774.1
15299,67,6,3901.0
15300,64,1,496.44
15301,51,12,5007.72
15303,290,1,574.02
15304,61,8,680.3
15306,64,3,1174.35
15307,96,1,205.3
15308,274,1,302.27
15311,1,91,59284.19
15312,75,4,921.1
15313,110,1,52.0
15314,199,1,327.97
15315,64,2,551.54
15316,327,1,165.0
15318,4,1,312.62
15319,284,1,204.5
15320,44,1,267.13
15321,71,3,2663.48
15322,86,1,602.97
15325,104,1,161.74
15326,334,1,311.71
15327,53,1,208.75
15329,39,3,1007.5
15330,32,2,714.96
15332,366,4,1661.06
15333,208,1,1028.56
15334,157,3,347.87
15335,54,1,170.22
15339,66,2,557.57
15341,81,1,2020.52
15342,130,1,391.76
15343,87,1,364.5
15344,1,3,476.58
15345,46,1,367.69
15346,333,1,252.42
15347,366,1,201.6
15348,72,1,158.04
15349,158,2,463.91
15350,373,1,115.65
15351,12,7,1836.69
15353,255,2,770.12
15355,29,2,277.05
15356,31,10,2718.03
15358,5,22,8235.65
15360,40,1,427.93
15361,362,1,418.92
15363,373,1,318.05
15364,96,2,913.19
15365,26,7,1549.17
15366,75,2,602.51
15367,57,4,1867.69
15368,21,1,446.94
15370,41,7,2360.55
15372,137,1,2007.4
15373,8,12,2213.11
15374,129,1,168.0
15376,40,3,1221.56
15379,169,7,3631.89
15380,9,5,1682.36
15381,214,2,596.85
15382,15,6,5927.86
15384,170,2,635.76
15385,40,1,316.88
15386,186,1,394.14
15388,270,1,140.54
15389,172,1,500.0
15392,5,4,1515.73
15393,16,2,231.86
15394,10,4,2183.54
15395,326,1,107.45
15396,113,1,288.18
15397,290,1,94.0
15398,16,2,1339.63
15399,1,3,815.77
15400,92,5,666.7
15402,149,2,626.35
15405,189,1,349.1
15406,31,2,426.61
15407,34,4,1046.74
15408,264,1,267.18
15410,84,8,3450.84
15411,26,4,1336.43
15412,171,1,190.53
15414,10,3,774.9
15415,313,1,559.61
15416,65,4,3974.37
15417,85,1,508.8
15419,25,1,135.86
15421,59,4,950.36
15422,323,2,97.7
15423,38,1,43.5
15424,254,2,383.34
15426,19,5,1386.58
15427,33,3,1430.54
15428,15,1,93.78
15429,27,2,364.9
15432,23,1,171.19
15433,214,2,417.87
15434,8,5,997.48
15435,22,1,149.29
15436,12,3,1067.75
15437,262,1,200.16
15438,131,1,156.58
15440,55,3,383.68
15442,249,1,594.0
15443,2,7,3188.84
15444,9,2,1411.21
15445,264,1,113.5
15447,331,1,155.17
15448,313,1,494.64
15449,26,3,971.22
15450,30,1,429.84
15452,30,3,528.48
15453,2,7,1371.77
15454,362,1,179.1
15456,283,3,434.59
15457,262,1,237.07
15458,25,1,161.64
15460,354,1,214.26
15462,94,3,234.6
15463,29,1,126.14
15464,338,1,1044.65
15465,20,18,6945.02
15466,85,1,334.53
15467,9,3,511.88
15468,51,2,438.46
15469,50,2,504.5
15471,2,1,454.48
15472,113,1,371.56
15473,14,7,1465.2
15475,77,1,454.11
15478,40,2,1399.92
15480,116,1,905.5
15482,16,11,6353.52
15483,161,4,225.26
15484,1,4,3559.21
15485,30,3,2564.5
15488,93,1,91.32
15489,23,3,1090.03
15491,95,6,3090.85
15492,28,2,659.46
15493,33,5,1918.86
15494,21,2,1280.58
15497,18,2,1259.7
15498,3,27,13252.55
15500,8,4,1131.56
15502,16,10,5548.58
15503,363,1,141.04
15504,81,1,52.83
15505,53,5,3497.14
15506,23,3,972.08
15507,172,1,475.86
15508,189,6,1000.27
15510,331,1,250.0
15511,12,5,900.53
15512,156,2,121.0
15513,33,19,14520.08
15514,12,11,2907.45
15516,45,3,62.43
15517,233,1,267.03
15518,64,8,1897.75
15520,2,1,343.5
15521,40,8,2699.65
15522,33,2,397.99
15523,84,1,412.01
15524,25,1,440.0
15525,2,3,716.97
15526,33,2,148.44
15527,19,8,2411.68
15528,254,1,229.33
15529,23,11,3932.6
15530,22,4,1497.31
15531,8,2,1972.39
15532,25,4,1490.98
15533,19,3,746.92
15535,173,4,426.4
15537,163,1,110.92
15539,7,1,538.46
15540,11,1,213.3
15541,114,1,85.13
15543,288,1,127.86
15544,9,9,3542.51
15545,54,2,288.97
15547,7,14,4910.6
15549,77,3,1640.21
15550,4,4,575.63
15551,37,1,436.06
15552,217,1,90.12
15553,60,1,428.93
15554,278,1,217.2
15555,12,16,4745.75
15556,24,1,279.77
15557,29,1,468.91
15561,12,4,722.74
15562,352,1,134.55
15563,22,3,1310.69
15565,50,2,173.16
15567,19,1,186.01
15568,3,3,758.29
15569,104,5,1375.71
15570,7,12,4093.27
15571,12,4,650.43
15572,5,7,2533.42
15573,32,2,583.24
15574,178,4,675.64
15576,38,1,921.37
15577,151,3,258.88
15578,162,1,127.1
15579,69,2,327.6
15581,156,10,717.43
15582,25,3,682.91
15584,24,4,718.36
15585,177,1,455.3
15587,50,4,913.68
15589,256,3,456.58
15592,47,1,388.58
15593,71,1,199.8
15594,16,5,1767.53
15596,101,5,1343.34
15597,35,1,315.72
15598,53,1,235.68
15599,27,2,761.74
15601,11,14,6745.36
15602,8,9,1102.37
15603,79,1,48.48
15604,52,1,216.39
15605,36,5,1198.23
15606,61,9,2422.64
15607,337,1,104.76
15608,28,4,1093.68
15609,184,1,270.03
15610,52,1,112.46
15611,10,11,1547.39
15612,36,2,195.15
15615,10,23,10360.04
15618,33,4,747.03
15619,11,1,336.4
15620,57,3,1524.4
15621,4,4,1158.77
15622,43,9,3224.53
15623,141,1,301.03
15624,117,4,588.13
15625,104,4,1504.56
15626,75,2,675.8
15628,5,9,2865.64
15630,45,2,1180.4
15632,16,8,3147.31
15634,17,1,243.55
15636,90,2,724.76
15637,53,1,223.36
15639,134,1,425.32
15640,4,15,12336.74
15641,105,4,1887.2
15643,192,3,647.4
15644,166,4,803.54
15645,19,1,611.59
15646,158,3,425.14
15648,204,2,584.75
15649,336,2,816.0
15651,37,3,646.3
15652,91,1,337.74
15653,93,2,877.44
15654,9,2,922.53
15655,243,1,511.32
15656,45,4,748.5
15657,23,1,30.0
15658,190,5,958.9
15659,44,1,306.45
15660,25,9,1552.01
15661,317,2,309.8
15663,106,1,138.14
15664,51,1,358.63
15665,168,2,2222.21
15667,40,1,301.32
15668,218,1,76.32
15669,40,4,677.69
15670,297,1,173.05
15671,19,7,2635.49
15673,88,4,2726.23
15674,73,4,1744.02
15675,81,3,323.69
15676,19,3,3324.09
15677,49,1,657.23
15678,53,1,352.7
15679,24,4,781.28
15680,9,3,1333.68
15681,25,5,946.36
15683,117,1,193.75
15687,9,9,2981.5
15689,120,2,254.1
15690,4,2,239.76
15691,252,1,136.8
15692,28,1,191.04
